Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed,ScoredSeeds
SA_Makespan_Dominance,209,0.188178,0.000000,0.550330,0.000000,1,1,1,1347,0.423562,
SA_Makespan_Dominance,MEAN,0.368568,0.093411,0.463898,0.148485,3,3,10,1358,0.478217,10
SA_Makespan_Dominance,STDDEV,0.136026,0.064580,0.066935,0.150190,,,,,0.050205,
SA_Energy_Dominance,200,0.452260,0.089893,0.234789,0.038700,24,24,5,1495,0.598541,
SA_Energy_Dominance,201,0.356244,0.184794,0.260144,0.088141,15,15,0,1423,0.528126,
SA_Energy_Dominance,202,0.415109,0.116810,0.265290,0.068546,13,13,2,1428,0.569491,
SA_Energy_Dominance,203,0.453776,0.088396,0.219984,0.027719,31,31,3,1481,0.600564,
SA_Energy_Dominance,204,0.357494,0.129568,0.230690,0.149946,15,15,0,1456,0.534961,
SA_Energy_Dominance,205,0.434654,0.078329,0.224255,0.058674,25,25,1,1456,0.586679,
SA_Energy_Dominance,206,0.369993,0.173502,0.224828,0.090010,21,21,2,1471,0.544468,
SA_Energy_Dominance,207,0.406493,0.074621,0.267126,0.012070,36,36,10,1445,0.560077,
SA_Energy_Dominance,208,0.404184,0.142493,0.241408,0.013897,28,28,0,1443,0.563749,
SA_Energy_Dominance,209,0.434655,0.132295,0.263791,0.165886,9,9,1,1413,0.585049,
SA_Energy_Dominance,MEAN,0.408486,0.121070,0.243230,0.071359,22,22,24,1451,0.567171,10
SA_Energy_Dominance,STDDEV,0.034949,0.036755,0.017993,0.050693,,,,,0.024381,
NSGA-II,200,0.422858,0.077478,0.212318,0.005586,48,48,0,4804,0.581503,
NSGA-II,201,0.379345,0.070353,0.274989,0.007290,37,37,0,4465,0.550028,
NSGA-II,202,0.398576,0.071806,0.238227,0.006780,44,44,0,4552,0.573451,
NSGA-II,203,0.380064,0.103750,0.237043,0.008937,40,40,0,4512,0.548778,
NSGA-II,204,0.357689,0.077751,0.270416,0.007071,43,43,0,4266,0.541706,
NSGA-II,205,0.437217,0.088087,0.206225,0.006002,47,47,0,4621,0.584961,
NSGA-II,206,0.381608,0.136148,0.204821,0.017294,39,39,0,4388,0.565652,
NSGA-II,207,0.415912,0.090559,0.202101,0.014759,42,42,0,4558,0.571729,
NSGA-II,208,0.359738,0.100182,0.242535,0.008739,40,40,0,4430,0.548959,
NSGA-II,209,0.366418,0.116316,0.249287,0.009073,39,39,0,4280,0.543561,
NSGA-II,MEAN,0.389942,0.093243,0.233796,0.009153,42,42,0,4487,0.561033,10
NSGA-II,STDDEV,0.026177,0.020094,0.025397,0.003661,,,,,0.015419,
SPEA-II,200,0.303252,0.076168,0.349207,0.009433,27,27,0,4776,0.506844,
SPEA-II,201,0.197263,0.011362,0.524879,0.002747,9,9,0,4242,0.429600,
SPEA-II,202,0.281080,0.069111,0.373584,0.007455,28,28,0,4802,0.490381,
SPEA-II,203,0.260982,0.065938,0.400794,0.004656,16,16,0,4594,0.476384,
SPEA-II,204,0.326525,0.107429,0.272705,0.010374,34,34,0,4864,0.525565,
SPEA-II,205,0.251742,0.087962,0.412990,0.007367,20,20,0,4521,0.469770,
SPEA-II,206,0.352042,0.090186,0.237911,0.016451,34,34,0,4972,0.543292,
SPEA-II,207,0.211496,0.000000,0.534955,0.001024,5,5,5,4188,0.439651,
SPEA-II,208,0.320656,0.102955,0.292533,0.006425,29,29,0,5060,0.520963,
SPEA-II,209,0.323964,0.088773,0.300816,0.013055,21,21,0,4808,0.522658,
SPEA-II,MEAN,0.282900,0.069988,0.370037,0.007899,22,22,5,4682,0.492511,10
SPEA-II,STDDEV,0.049088,0.034588,0.095990,0.004418,,,,,0.036234,
AMOSA,200,0.171197,0.024763,0.540312,0.013463,4,4,0,3509,0.411228,
AMOSA,201,0.142039,0.034718,0.546195,0.007277,12,12,0,3492,0.390600,
AMOSA,202,0.163616,0.027411,0.537677,0.004576,12,12,0,3450,0.405941,
AMOSA,203,0.178822,0.005878,0.553267,0.000810,4,4,0,3529,0.416640,
AMOSA,204,0.231100,0.114259,0.420339,0.010195,8,8,0,3573,0.455387,
AMOSA,205,0.162453,0.014822,0.556569,0.013170,5,5,0,3819,0.404981,
AMOSA,206,0.152658,0.023888,0.553756,0.004347,10,10,0,3698,0.398085,
AMOSA,207,0.121445,0.033647,0.574363,0.004212,7,7,0,3605,0.376001,
AMOSA,208,0.159990,0.016929,0.560411,0.005777,4,4,0,3614,0.403230,
AMOSA,209,0.188481,0.056207,0.503114,0.010979,13,13,0,3492,0.423719,
AMOSA,MEAN,0.167180,0.035252,0.534600,0.007481,8,8,0,3578,0.408581,10
AMOSA,STDDEV,0.027772,0.029327,0.042034,0.004051,,,,,0.020088,
Universal_Pareto,ALL,0.655298,0.000000,0.000000,0.000000,71,71,71,0,0.778687,
